"","schid","parent.ed","female","income","math","read","gen","minority","age","public","attend","gifted","free.lunch","suburban","urban","enrollment","min.percent","parent.ed.cat","income.cat"
"534",204,3,0,34000,21.33,29.64,14.41,1,70.93,1,94.7,8.34,40.19,0,1,4,3,"A - HS or less","B - Middle"
"535",204,3,0,45000,38.48,47.45,40.073,0,63,1,94.7,8.34,40.19,0,1,4,3,"A - HS or less","B - Middle"
"536",204,5,1,18000,21.82,34,28.35,1,77.7,1,94.7,8.34,40.19,0,1,4,3,"B - College Experience","A - Low"
"537",204,3,0,28000,36.44,35.78,28.251,0,68.13,1,94.7,8.34,40.19,0,1,4,3,"A - HS or less","B - Middle"
"538",204,3,0,13500,14.03,25.4,11.706,1,61.13,1,94.7,8.34,40.19,0,1,4,3,"A - HS or less","A - Low"
"539",204,2,0,28000,17.4,27.23,15.193,0,59.33,1,94.7,8.34,40.19,0,1,4,3,"A - HS or less","B - Middle"
"540",204,8,1,60000,41.93,51.45,26.991,0,65.27,1,94.7,8.34,40.19,0,1,4,3,"C - Graduate Schooling","B - Middle"
"541",204,3,0,29000,17.54,34.81,24.669,0,66.2,1,94.7,8.34,40.19,0,1,4,3,"A - HS or less","B - Middle"
"542",204,3,0,37000,32.26,41.68,20.157,0,63.83,1,94.7,8.34,40.19,0,1,4,3,"A - HS or less","B - Middle"
"543",204,5,0,40000,18.97,29.21,7.858,0,76.8,1,94.7,8.34,40.19,0,1,4,3,"B - College Experience","B - Middle"
"544",204,3,1,35000,19.17,33.13,9.672,0,62.13,1,94.7,8.34,40.19,0,1,4,3,"A - HS or less","B - Middle"
"545",204,6,1,34000,32.41,54.1,22.369,0,71.63,1,94.7,8.34,40.19,0,1,4,3,"B - College Experience","B - Middle"
"546",204,3,0,26500,17.25,32.56,12.697,1,66.47,1,94.7,8.34,40.19,0,1,4,3,"A - HS or less","B - Middle"
"547",204,6,0,150000,22.99,38.88,17.296,1,65.77,1,94.7,8.34,40.19,0,1,4,3,"B - College Experience","C - High"
"548",212,6,1,42000,46.78,40.12,35.11,0,75.37,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"549",212,6,0,80000,29.38,41.14,35.138,0,69.13,0,99,4.44,0,1,0,2,1,"B - College Experience","C - High"
"550",212,6,1,90000,34.31,31.69,24.506,0,70.33,0,99,4.44,0,1,0,2,1,"B - College Experience","C - High"
"551",212,8,1,150000,37.26,56.41,30.951,0,68.8,0,99,4.44,0,1,0,2,1,"C - Graduate Schooling","C - High"
"552",212,5,0,25000,26.52,41.02,18.01,0,60.83,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"553",212,5,0,60000,22.68,38.86,26.209,0,64.93,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"554",212,5,0,50000,35.32,43,27.002,0,64.23,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"555",212,4,1,85000,33.29,49.07,26.17,0,66.83,0,99,4.44,0,1,0,2,1,"B - College Experience","C - High"
"556",212,5,0,51000,35.05,42.01,32.536,0,70.3,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"557",212,4,1,58000,40.97,40.01,29.576,0,63.53,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"558",212,5,1,50000,29.38,45.23,31.16,0,63.73,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"559",212,5,0,1e+05,46.34,49.12,34.62,0,67.03,0,99,4.44,0,1,0,2,1,"B - College Experience","C - High"
"560",212,5,1,50000,35.65,39.75,26.08,0,69.67,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"561",212,5,0,41000,33.06,47.5,21.891,0,66.97,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"562",212,6,0,65000,43.56,59.62,35.107,0,69.97,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"563",212,5,0,60000,39.08,38.45,26.143,0,68.8,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"564",212,5,0,28000,21.24,29.31,18.467,0,66.07,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"565",212,5,0,51000,36.37,48.22,29.383,0,68.93,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"566",212,5,0,40000,41.92,47.61,27.551,0,70.3,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"567",212,5,0,40000,35.76,47.44,38.496,0,67.67,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"568",212,5,1,45000,39.66,47.68,24.217,0,72.23,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"569",212,5,1,70000,48.62,43.25,28.712,0,63.07,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"570",212,5,0,58000,30.92,40.38,29.328,0,69.93,0,99,4.44,0,1,0,2,1,"B - College Experience","B - Middle"
"571",214,5,1,45000,30.5,44.84,22.987,0,67.6,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"572",214,5,1,10000,31.12,34.91,31.091,0,69.8,1,95,0.46,36.38,1,0,4,1,"B - College Experience","A - Low"
"573",214,5,1,70000,39.63,43.1,28.651,0,64.07,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"574",214,6,1,50000,44.99,37.96,37.823,0,73.7,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"575",214,5,0,40000,34.14,42.89,19.946,0,63.3,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"576",214,5,0,30000,34.78,38.71,41.443,1,69.57,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"577",214,4,0,60000,46.48,56.04,40.047,1,63.4,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"578",214,3,0,40000,23.22,32.2,18.019,0,62.23,1,95,0.46,36.38,1,0,4,1,"A - HS or less","B - Middle"
"579",214,5,1,70000,35.71,38.28,13.146,0,62.97,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"580",214,5,1,60000,31.14,40.16,21.498,1,67.07,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"581",214,3,0,17000,28.16,33.49,26.016,0,65.03,1,95,0.46,36.38,1,0,4,1,"A - HS or less","A - Low"
"582",214,3,0,2400,42.92,52,31.469,0,61.4,1,95,0.46,36.38,1,0,4,1,"A - HS or less","A - Low"
"583",214,3,1,48000,33.35,51.37,28.672,0,65.6,1,95,0.46,36.38,1,0,4,1,"A - HS or less","B - Middle"
"585",214,5,0,35000,35.14,48.49,27.605,0,67.53,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"586",214,3,0,50000,20.78,32.92,17.976,0,65.83,1,95,0.46,36.38,1,0,4,1,"A - HS or less","B - Middle"
"587",214,4,0,2000,33.81,36.14,24.526,0,63.67,1,95,0.46,36.38,1,0,4,1,"B - College Experience","A - Low"
"588",214,3,0,30000,33.15,92.67,29.744,0,63.4,1,95,0.46,36.38,1,0,4,1,"A - HS or less","B - Middle"
"589",214,5,0,30000,43.46,44.98,32.119,0,73.57,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"590",214,5,0,63000,40.01,47.76,17.908,0,64.43,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"591",214,2,0,5000,26.86,28.12,18.137,0,63.5,1,95,0.46,36.38,1,0,4,1,"A - HS or less","A - Low"
"592",214,5,1,40000,24.75,35.17,26.88,0,67.53,1,95,0.46,36.38,1,0,4,1,"B - College Experience","B - Middle"
"593",215,3,0,27000,28.8,50.51,26.87,0,67.13,1,97,0,0,1,0,3,2,"A - HS or less","B - Middle"
"594",215,3,1,45000,31.1,50.3,28.133,0,63.63,1,97,0,0,1,0,3,2,"A - HS or less","B - Middle"
"595",215,3,1,24000,43.21,38.26,27.846,0,66.63,1,97,0,0,1,0,3,2,"A - HS or less","A - Low"
"596",215,5,0,25000,24.77,36.99,29.696,0,66,1,97,0,0,1,0,3,2,"B - College Experience","B - Middle"
"597",215,9,1,85000,38.67,42.84,37.369,0,71.9,1,97,0,0,1,0,3,2,"C - Graduate Schooling","C - High"
"598",215,3,1,60000,37.56,50.57,39.584,0,73.17,1,97,0,0,1,0,3,2,"A - HS or less","B - Middle"
"600",215,6,1,50000,46.85,55.32,31.911,0,68.43,1,97,0,0,1,0,3,2,"B - College Experience","B - Middle"
"601",215,3,0,20316,29.92,41.34,18.783,0,62.67,1,97,0,0,1,0,3,2,"A - HS or less","A - Low"
"602",215,9,0,1e+05,40.87,51.49,21.89,1,63.67,1,97,0,0,1,0,3,2,"C - Graduate Schooling","C - High"
"603",215,8,0,45400,19.11,35.86,25.07,1,62.93,1,97,0,0,1,0,3,2,"C - Graduate Schooling","B - Middle"
"604",215,6,0,55000,71.52,123.86,40.888,0,69.67,1,97,0,0,1,0,3,2,"B - College Experience","B - Middle"
"605",215,8,0,75000,22.45,37.6,18.822,0,66.87,1,97,0,0,1,0,3,2,"C - Graduate Schooling","C - High"
"606",215,6,0,1e+05,48.38,64.92,21.222,0,64.6,1,97,0,0,1,0,3,2,"B - College Experience","C - High"
"607",215,4,0,60000,47.88,71.58,33.174,0,73.43,1,97,0,0,1,0,3,2,"B - College Experience","B - Middle"
"608",215,5,1,15400,33.49,52.26,26.018,0,65.17,1,97,0,0,1,0,3,2,"B - College Experience","A - Low"
"609",215,3,1,22000,33.79,46.99,23.972,0,72.1,1,97,0,0,1,0,3,2,"A - HS or less","A - Low"
"610",216,3,0,22000,34.97,47.58,19.605,1,64.63,1,94,0.27,74.93,1,0,5,4,"A - HS or less","A - Low"
"611",216,3,1,18000,28.86,38.01,16.489,1,64.07,1,94,0.27,74.93,1,0,5,4,"A - HS or less","A - Low"
"612",216,3,1,13000,37.32,50.94,29.928,0,69.1,1,94,0.27,74.93,1,0,5,4,"A - HS or less","A - Low"
"613",216,4,1,30000,31.48,40.58,30.254,1,62.3,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"615",216,5,0,38000,40.95,44.1,25.106,1,72.33,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"616",216,6,1,57000,31.69,34.97,29.729,1,69.07,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"617",216,5,0,45000,46.61,52.51,36.892,0,73.97,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"618",216,5,0,24000,35.41,43.52,23.22,1,64.83,1,94,0.27,74.93,1,0,5,4,"B - College Experience","A - Low"
"619",216,5,1,16351,42.35,51.28,39.005,0,68.23,1,94,0.27,74.93,1,0,5,4,"B - College Experience","A - Low"
"620",216,3,0,15000,42.07,51.94,25.168,1,73.2,1,94,0.27,74.93,1,0,5,4,"A - HS or less","A - Low"
"621",216,5,0,40000,34.63,48.17,24.772,0,62.3,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"622",216,5,0,55000,44.51,44.16,22.405,1,65.77,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"623",216,4,1,400,34.89,36.45,23.165,1,71.3,1,94,0.27,74.93,1,0,5,4,"B - College Experience","A - Low"
"624",216,5,0,50000,38.07,46.08,22.57,1,67.13,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"625",216,5,0,20000,20.22,42.41,29.24,1,62.27,1,94,0.27,74.93,1,0,5,4,"B - College Experience","A - Low"
"626",216,5,1,14560,22.61,38.66,23.463,1,71.67,1,94,0.27,74.93,1,0,5,4,"B - College Experience","A - Low"
"627",216,1,0,6480,32.64,42.5,27.74,1,69.3,1,94,0.27,74.93,1,0,5,4,"A - HS or less","A - Low"
"628",216,4,1,32500,26.52,36.72,26.953,0,63.67,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"629",216,5,1,45000,47.97,45.63,36.809,0,76,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"630",216,5,0,25000,43.25,54.6,28.745,0,64.37,1,94,0.27,74.93,1,0,5,4,"B - College Experience","B - Middle"
"631",216,3,1,17000,18.36,36.78,19.477,1,68.23,1,94,0.27,74.93,1,0,5,4,"A - HS or less","A - Low"
"632",216,5,1,7200,39.78,43.45,19.694,0,72.27,1,94,0.27,74.93,1,0,5,4,"B - College Experience","A - Low"
"633",220,5,0,43000,48.52,43.52,42.494,0,65.93,0,94,0,16.67,1,0,2,1,"B - College Experience","B - Middle"
"634",220,8,0,60000,39.62,48.53,38.439,0,66.77,0,94,0,16.67,1,0,2,1,"C - Graduate Schooling","B - Middle"
"635",220,5,0,31000,42.44,47.52,31.524,0,66.8,0,94,0,16.67,1,0,2,1,"B - College Experience","B - Middle"
"636",220,6,0,70000,40.71,43.45,40.71,0,71.1,0,94,0,16.67,1,0,2,1,"B - College Experience","B - Middle"
"637",220,5,1,32000,34.29,39.85,31.204,0,70.3,0,94,0,16.67,1,0,2,1,"B - College Experience","B - Middle"
"638",220,4,0,58000,48.26,52.17,37.524,0,64.37,0,94,0,16.67,1,0,2,1,"B - College Experience","B - Middle"
"639",220,3,1,45000,31.89,45.56,19.853,0,63.53,0,94,0,16.67,1,0,2,1,"A - HS or less","B - Middle"
"640",220,8,0,96000,43.26,52.57,33.189,0,71.1,0,94,0,16.67,1,0,2,1,"C - Graduate Schooling","C - High"
"641",220,7,1,44000,41.54,42.65,25.292,0,73.8,0,94,0,16.67,1,0,2,1,"C - Graduate Schooling","B - Middle"
"642",220,6,0,91000,26.63,46.4,30.489,0,70.23,0,94,0,16.67,1,0,2,1,"B - College Experience","C - High"
"643",220,7,0,85000,38.05,44.3,31.848,0,78.27,0,94,0,16.67,1,0,2,1,"C - Graduate Schooling","C - High"
"644",220,6,0,54000,25.3,41.38,26.613,0,65.27,0,94,0,16.67,1,0,2,1,"B - College Experience","B - Middle"
"645",220,6,1,65000,52.3,50.28,31.454,0,69.03,0,94,0,16.67,1,0,2,1,"B - College Experience","B - Middle"
"699",245,8,0,40000,54.46,58.66,30.437,0,75.2,1,96.6,0.6,12.91,1,0,3,1,"C - Graduate Schooling","B - Middle"
"700",245,5,1,39000,27.71,38.05,29.372,0,69.47,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"701",245,5,1,65000,47.26,51.7,37.604,0,76.27,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"702",245,3,0,35000,49.08,79.43,29.446,0,64.87,1,96.6,0.6,12.91,1,0,3,1,"A - HS or less","B - Middle"
"703",245,3,0,21000,25.56,40.66,20.874,0,74.1,1,96.6,0.6,12.91,1,0,3,1,"A - HS or less","A - Low"
"704",245,8,0,39000,40.71,63.56,29.99,0,66.67,1,96.6,0.6,12.91,1,0,3,1,"C - Graduate Schooling","B - Middle"
"705",245,6,1,70000,35.33,44.27,30.642,0,66.3,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"706",245,5,1,32000,41.68,44.39,23.219,0,74.5,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"707",245,8,0,140000,49.41,57.05,28.899,0,65.1,1,96.6,0.6,12.91,1,0,3,1,"C - Graduate Schooling","C - High"
"708",245,5,1,60000,31.88,44.58,28.735,0,62.53,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"709",245,5,0,30000,26.63,52.94,25.823,0,78.37,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"710",245,6,1,50000,39.19,46.01,37.751,0,69.1,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"711",245,5,0,50000,50.02,51.24,27.795,0,64.03,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"712",245,6,0,40000,46.4,57.1,32.048,0,65.23,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"713",245,5,0,95000,37.78,44.57,31.844,0,64.9,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","C - High"
"715",245,6,0,60000,36.38,52.12,27.945,0,75.3,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"716",245,3,0,24000,41.27,48.93,33.347,0,74,1,96.6,0.6,12.91,1,0,3,1,"A - HS or less","A - Low"
"717",245,5,1,70000,31.18,48.4,39.859,0,65.2,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"718",245,4,1,25000,24.05,37.75,25.97,0,64.63,1,96.6,0.6,12.91,1,0,3,1,"B - College Experience","B - Middle"
"719",248,6,1,85000,43.76,42.35,28.457,0,63.37,1,97,5.49,4.4,1,0,3,1,"B - College Experience","C - High"
"720",248,5,1,60000,42.3,48.51,25.714,0,64.63,1,97,5.49,4.4,1,0,3,1,"B - College Experience","B - Middle"
"721",248,1,1,56000,53.24,49.24,24.172,1,72.9,1,97,5.49,4.4,1,0,3,1,"A - HS or less","B - Middle"
"722",248,8,0,1e+05,42.1,57.67,36.303,0,63.7,1,97,5.49,4.4,1,0,3,1,"C - Graduate Schooling","C - High"
"723",248,3,1,30000,26.12,44.16,30.276,0,74.93,1,97,5.49,4.4,1,0,3,1,"A - HS or less","B - Middle"
"724",248,3,0,82000,35.04,43.84,25.534,0,67.67,1,97,5.49,4.4,1,0,3,1,"A - HS or less","C - High"
"726",248,5,0,1e+05,26.15,38.87,28.387,0,69.07,1,97,5.49,4.4,1,0,3,1,"B - College Experience","C - High"
"727",248,6,0,90000,39.49,48.91,37.451,0,66,1,97,5.49,4.4,1,0,3,1,"B - College Experience","C - High"
"728",248,9,1,1e+05,42.82,50.57,32.229,0,65.53,1,97,5.49,4.4,1,0,3,1,"C - Graduate Schooling","C - High"
"729",248,3,1,50000,35.45,42.2,30.043,0,72.97,1,97,5.49,4.4,1,0,3,1,"A - HS or less","B - Middle"
"730",248,8,1,1e+05,41.07,50.78,16.491,1,63.37,1,97,5.49,4.4,1,0,3,1,"C - Graduate Schooling","C - High"
"731",248,6,1,115000,30.17,39.93,26.495,0,73.4,1,97,5.49,4.4,1,0,3,1,"B - College Experience","C - High"
"732",248,8,0,75000,35.32,45.86,24.903,0,79,1,97,5.49,4.4,1,0,3,1,"C - Graduate Schooling","C - High"
"735",248,8,0,1e+05,53.76,99.79,32.232,0,61,1,97,5.49,4.4,1,0,3,1,"C - Graduate Schooling","C - High"
"736",248,6,1,80000,67.18,76.99,32.639,0,63.93,1,97,5.49,4.4,1,0,3,1,"B - College Experience","C - High"
"757",253,2,1,22000,29.76,31.15,21.411,1,67.07,1,94,0.39,86.11,0,1,4,4,"A - HS or less","A - Low"
"758",253,3,1,12000,26.53,41.15,27.987,1,79,1,94,0.39,86.11,0,1,4,4,"A - HS or less","A - Low"
"760",253,3,0,50000,45.6,87.62,36.046,0,70.97,1,94,0.39,86.11,0,1,4,4,"A - HS or less","B - Middle"
"761",253,3,0,18000,26.05,39.21,19.458,0,63.4,1,94,0.39,86.11,0,1,4,4,"A - HS or less","A - Low"
"762",253,3,0,15600,28.54,42.27,18.072,1,64.97,1,94,0.39,86.11,0,1,4,4,"A - HS or less","A - Low"
"763",253,3,0,55000,49.98,63.99,31.322,0,78.73,1,94,0.39,86.11,0,1,4,4,"A - HS or less","B - Middle"
"764",253,3,1,31600,52.97,48.92,25.991,0,64.5,1,94,0.39,86.11,0,1,4,4,"A - HS or less","B - Middle"
"765",253,3,0,10000,31.26,40.4,20.331,1,63.5,1,94,0.39,86.11,0,1,4,4,"A - HS or less","A - Low"
"766",253,3,1,8000,23.96,36.78,12.402,1,65.97,1,94,0.39,86.11,0,1,4,4,"A - HS or less","A - Low"
"767",253,5,0,8000,41.72,46.89,20.136,1,68.3,1,94,0.39,86.11,0,1,4,4,"B - College Experience","A - Low"
"769",253,3,1,12000,22.85,29.63,19.048,1,63.23,1,94,0.39,86.11,0,1,4,4,"A - HS or less","A - Low"
"770",253,3,0,10000,30.91,44.83,19.77,0,64.53,1,94,0.39,86.11,0,1,4,4,"A - HS or less","A - Low"
"771",253,5,0,25000,46.36,48.5,28.193,1,74.3,1,94,0.39,86.11,0,1,4,4,"B - College Experience","B - Middle"
"782",256,3,1,35000,48.21,60.38,27.058,1,72.93,0,100,0,6.35,0,1,2,2,"A - HS or less","B - Middle"
"783",256,6,1,70000,42.83,43.71,36.009,1,75.67,0,100,0,6.35,0,1,2,2,"B - College Experience","B - Middle"
"784",256,8,0,88000,43.15,54.85,36.201,0,71.13,0,100,0,6.35,0,1,2,2,"C - Graduate Schooling","C - High"
"785",256,3,0,56000,35.46,47.92,30.965,0,68.2,0,100,0,6.35,0,1,2,2,"A - HS or less","B - Middle"
"786",256,5,0,120000,28.93,38.15,22.7,0,72.13,0,100,0,6.35,0,1,2,2,"B - College Experience","C - High"
"787",256,5,1,45000,37.09,43.39,26.786,1,72.07,0,100,0,6.35,0,1,2,2,"B - College Experience","B - Middle"
"788",256,3,1,45000,36.78,39.66,25.269,0,68.27,0,100,0,6.35,0,1,2,2,"A - HS or less","B - Middle"
"789",256,3,1,68000,32.55,44.65,27.301,0,71.9,0,100,0,6.35,0,1,2,2,"A - HS or less","B - Middle"
"790",256,3,0,55000,40.58,49.97,25.161,0,64.9,0,100,0,6.35,0,1,2,2,"A - HS or less","B - Middle"
"791",256,5,0,50000,32.63,51.4,25.529,0,66.63,0,100,0,6.35,0,1,2,2,"B - College Experience","B - Middle"
"792",256,3,0,80000,26.9,41.16,23.913,0,68.87,0,100,0,6.35,0,1,2,2,"A - HS or less","C - High"
"793",256,5,0,30000,20.14,42.65,17.578,0,66.9,0,100,0,6.35,0,1,2,2,"B - College Experience","B - Middle"
"794",256,5,0,50000,32.22,44.04,28.361,0,66.23,0,100,0,6.35,0,1,2,2,"B - College Experience","B - Middle"
"795",256,5,1,25000,72.77,103.98,28.375,1,69.13,0,100,0,6.35,0,1,2,2,"B - College Experience","B - Middle"
"796",256,6,0,95000,56.24,97.57,36.412,0,74.43,0,100,0,6.35,0,1,2,2,"B - College Experience","C - High"
"797",256,5,0,50000,35.9,46.41,28.206,1,70.6,0,100,0,6.35,0,1,2,2,"B - College Experience","B - Middle"
"798",256,3,0,115000,29.73,42.8,22.955,0,72.87,0,100,0,6.35,0,1,2,2,"A - HS or less","C - High"
"799",258,5,0,45000,28.9,40.58,17.691,0,66.73,1,97.5,0,10.34,1,0,2,1,"B - College Experience","B - Middle"
"800",258,5,0,54000,30.98,40.62,28.997,0,73.23,1,97.5,0,10.34,1,0,2,1,"B - College Experience","B - Middle"
"801",258,6,0,1e+05,45.78,46.02,26.737,0,66.5,1,97.5,0,10.34,1,0,2,1,"B - College Experience","C - High"
"802",258,2,1,70000,37.29,41.59,29.023,0,67.27,1,97.5,0,10.34,1,0,2,1,"A - HS or less","B - Middle"
"803",258,3,0,25000,43.94,39.36,30.089,0,67.83,1,97.5,0,10.34,1,0,2,1,"A - HS or less","B - Middle"
"804",258,3,1,51000,43.85,52.33,37.45,0,74.47,1,97.5,0,10.34,1,0,2,1,"A - HS or less","B - Middle"
"805",258,4,1,30000,38.2,52.5,37.229,0,67.9,1,97.5,0,10.34,1,0,2,1,"B - College Experience","B - Middle"
"806",258,3,1,35000,28.28,36.01,29.085,0,74.5,1,97.5,0,10.34,1,0,2,1,"A - HS or less","B - Middle"
"807",258,4,0,23000,43.05,47.57,31.449,1,71.97,1,97.5,0,10.34,1,0,2,1,"B - College Experience","A - Low"
"808",258,4,1,90000,28.89,34.14,18.227,0,67.07,1,97.5,0,10.34,1,0,2,1,"B - College Experience","C - High"
"809",258,5,0,45000,42.15,46.99,33.999,0,67.33,1,97.5,0,10.34,1,0,2,1,"B - College Experience","B - Middle"
"810",258,3,1,42000,32.91,44.43,34.056,0,73.77,1,97.5,0,10.34,1,0,2,1,"A - HS or less","B - Middle"
"811",258,5,1,15000,46.82,49.11,30.786,0,72.03,1,97.5,0,10.34,1,0,2,1,"B - College Experience","A - Low"
"812",258,5,0,50000,33.15,41.77,33.794,0,71.2,1,97.5,0,10.34,1,0,2,1,"B - College Experience","B - Middle"
"813",258,3,0,50000,43.21,54.96,37.016,0,67.5,1,97.5,0,10.34,1,0,2,1,"A - HS or less","B - Middle"
"814",258,5,0,7000,26.21,31.78,18.802,0,69.57,1,97.5,0,10.34,1,0,2,1,"B - College Experience","A - Low"
"815",258,8,0,1e+05,39.44,45.52,28.409,0,74.5,1,97.5,0,10.34,1,0,2,1,"C - Graduate Schooling","C - High"
"816",258,5,0,46000,33.82,41.18,24.641,0,68.53,1,97.5,0,10.34,1,0,2,1,"B - College Experience","B - Middle"
"817",258,3,0,70000,26.56,34.21,21.302,0,63.47,1,97.5,0,10.34,1,0,2,1,"A - HS or less","B - Middle"
"818",258,5,1,98000,30.24,55.06,25.885,1,67.57,1,97.5,0,10.34,1,0,2,1,"B - College Experience","C - High"
"819",258,5,0,0,43.27,37.09,33.237,1,72.8,1,97.5,0,10.34,1,0,2,1,"B - College Experience","A - Low"
"820",273,5,1,1e+05,30.01,38.69,40.401,0,68.93,1,95,4.22,8.12,0,1,3,1,"B - College Experience","C - High"
"821",273,3,1,50000,42.19,42.17,36.008,0,61.83,1,95,4.22,8.12,0,1,3,1,"A - HS or less","B - Middle"
"822",273,3,0,22000,24.15,35.27,21.812,0,68.5,1,95,4.22,8.12,0,1,3,1,"A - HS or less","A - Low"
"823",273,5,1,68000,30.4,46.06,31.117,0,61.03,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"824",273,5,0,52000,65.58,77.16,41.116,0,66.17,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"825",273,5,1,40000,28.66,42.8,24.508,0,60.43,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"826",273,3,0,60000,25.82,36.49,31.999,0,66.3,1,95,4.22,8.12,0,1,3,1,"A - HS or less","B - Middle"
"827",273,9,0,40000,38.54,53.86,30.595,0,64.7,1,95,4.22,8.12,0,1,3,1,"C - Graduate Schooling","B - Middle"
"828",273,5,0,55000,38.25,44.34,30.109,0,65.17,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"829",273,6,0,65000,37.68,47.95,32.543,0,67.1,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"830",273,5,1,84000,31.62,43.66,31.811,0,72.8,1,95,4.22,8.12,0,1,3,1,"B - College Experience","C - High"
"831",273,4,0,50000,23.19,39.96,28.681,0,66.03,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"832",273,5,1,50000,24.09,44.21,26.156,0,68.77,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"833",273,6,1,75000,39.57,44.93,30.238,0,66.4,1,95,4.22,8.12,0,1,3,1,"B - College Experience","C - High"
"834",273,5,0,60000,26.33,36.13,27.712,0,70.33,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"836",273,5,1,35000,27.69,36.45,31.499,0,70.6,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"837",273,6,1,52000,42.6,46.41,26.602,0,67.6,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"838",273,5,0,60000,47.72,51.48,21.858,0,67.1,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"839",273,5,1,65000,38.87,45.53,27.45,0,67.53,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"840",273,6,1,55000,42.79,49.18,35.041,0,64.63,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"841",273,5,0,60000,53.23,48.84,31.092,0,68.3,1,95,4.22,8.12,0,1,3,1,"B - College Experience","B - Middle"
"842",273,7,0,60000,36.77,40.69,25.066,0,65.97,1,95,4.22,8.12,0,1,3,1,"C - Graduate Schooling","B - Middle"
